Year model,Car Spec,Kilometres,Seller type,Price,Transmission,Body type,Drive type,Engine,Fuel type,Fuel consumption,Colour ext / int,Registration,Rego expiry,VIN,Stock No,ANCAP Safety rating,Green overall rating,Dealer,Address,Seating capacity,Doors,Front tyre size,Front rim size,Rear tyre size,Rear rim size,Injection / Carburation,CC,Number of cylinders,Front suspension,Rear suspension,Front brakes,Rear brakes,Fuel tank capacity,Valve gear type,Maximum torque,Maximum power (kW),CO2 level (g/km),Green house rating,Overall HxWxL,Ground clearance unladen,Wheelbase,Kerb weight,Turning circle,Rear track,Front track,Gross trailer weight braked,Make,Model,Variant,Series,Warranty when new (months),Warranty when new (kms),Service interval (months),Service interval (kms),Country of origin,Vehicle segment
2011,2011 Nissan Navara ST-X D40 SERIES 4,"159,056km",Dealer: Used,"$17,999",Automatic,-,-,-,Diesel,-,Silver / -,1HXB116,23 Aug 2023,VSKCVND40A0413824,WA004887,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Auto Market WA,"4 Chokolich Street, Wangara, WA",,,,,,,,,,,,,,,,-,-,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,-,-,-,-,-,-,-,-,Nissan,Navara,ST-X D40 SERIES 4,,,,,,,
2016,2016 Toyota Yaris Ascent NCP130R MY15,"37,413km",Dealer: Used,"$18,998",Manual,"Hatch, 5 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 1.3 L",Unleaded Petrol,5.70 L / 100 km,Yellow / -,1EYZ001,-,JTDKW3D390D575610,11937,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Regent,"4 Hocking Road, KINGSLEY, WA",5,5,175/65 R15,5.5x15,175/65 R15,5.5x15,,1299,4,Anti Roll Bar;Coil Spring;Gas Damper;MacPherson Strut,Anti Roll Bar;Coil Spring;Gas Damper;Torsion Bar,Disc - Ventilated,Drum,42.00,16,121 @ 4400 RPM,63 @ 6000 RPM,134.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1510mm x 1695mm x 3885mm,140 mm,2510 mm,1035 kg,9.40 m,1470 mm,1485 mm,-,Toyota,Yaris,Ascent,NCP130R MY15,36,"100,000",6,"10,000",,
2019,2019 Toyota Hilux SR (4X4) GUN126R MY19,"117,839km",Dealer: Used,"$43,990",Automatic,"Ute Tray, 4 Doors, 5 Seats",4x4,"4 cyl, 2.8 L",Diesel,8.50 L / 100 km,White / Black Fabric,1GUS192,30 Jun 2023,MR0KA3CD801231701,305138,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,AUS Vehicle Sales - Bassendean,"324 Collier Road, Bassendean, WA",5,4,265/65 R17,7.5x17,265/65 R17,7.5x17,,2753,4,Anti Roll Bar;Coil Spring;Double Wishbone;Hydraulic Double Acting,Hydraulic Double Acting Shock Absorber;Leaf Spring,Disc - Ventilated,Drum,80.00,16,450 @ 1600 RPM,130 @ 3400 RPM,223.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1815mm x 1855mm x 5330mm,279 mm,3085 mm,2075 kg,11.80 m,1550 mm,1535 mm,-,Toyota,Hilux,SR (4X4),GUN126R MY19,60,"999,000",6,"10,000",,
2013,2013 Hyundai Veloster + FS MY13,"76,220km",Dealer: Used,"$16,999",Manual,"Hatch, 3 Doors, 4 Seats",Front Wheel Drive,"4 cyl, 1.6 L",Unleaded Petrol,6.40 L / 100 km,Yellow / -,1GDS953,31 Jul 2023,KMHTC61DLDU142429,417546,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,John Hughes Group - Auto Warehouse,"Albany Highway, Victoria Park, WA",4,3,215/40 R18,7.5x18,215/40 R18,7.5x18,,1591,4,Anti Roll Bar;Coil Spring;Gas Damper;MacPherson Strut,Coil Spring;Hydraulic Double Acting Shock Absorber;Torsion Bar,Disc - Ventilated,Disc,50.00,16,166 @ 4850 RPM,103 @ 6300 RPM,153.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1399mm x 1790mm x 4220mm,143 mm,2650 mm,1265 kg,10.40 m,1570 mm,1557 mm,-,Hyundai,Veloster,+,FS MY13,60,"999,000",12,"15,000",,
2013,2013 Hyundai IX35 Highlander (awd) LM MY13,"59,382km",Dealer: Used,"$22,988",Automatic,"SUV, 4 Doors, 5 Seats",All Wheel Drive,"4 cyl, 2 L",Diesel,7.50 L / 100 km,Black / -,1HWV165,-,KMHJU81VSDU659191,12006,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Regent,"4 Hocking Road, KINGSLEY, WA",5,4,225/55 R18,6.5x18,225/55 R18,6.5x18,,1995,4,Anti Roll Bar;Coil Spring;Hydraulic Double Acting Shock Absorber;,Anti Roll Bar;Coil Spring;Hydraulic Double Acting Shock Absorber;,Disc - Ventilated,Disc,55.00,16,392 @ 1600 RPM,135 @ 4000 RPM,198.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1655mm x 1820mm x 4410mm,170 mm,2640 mm,1706 kg,10.60 m,1586 mm,1585 mm,-,Hyundai,IX35,Highlander (awd),LM MY13,60,"999,000",12,"15,000",,
2013,2013 Mercedes-Benz C180  W204 MY14,"90,240km",Dealer: Used,"$24,999",Automatic G-Tronic,"Coupe, 2 Doors, 4 Seats",Rear Wheel Drive,"4 cyl, 1.6 L",Premium Unleaded Petrol,6.30 L / 100 km,White / -,1HWW836,31 Aug 2023,WDD2043312G163875,417568,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,John Hughes Group - Auto Warehouse,"Albany Highway, Victoria Park, WA",4,2,225/45 R17,7.5x17,225/45 R17,7.5x17,,1595,4,Anti Roll Bar;Coil Spring;Gas Damper;Multi-Link System,Anti Roll Bar;Coil Spring;Gas Damper;Multi-Link System,Disc - Ventilated,Disc,59.00,16,250 @ 1250 RPM,115 @ 5300 RPM,146.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1406mm x 1770mm x 4590mm,112 mm,2760 mm,1505 kg,10.80 m,1552 mm,1549 mm,-,Mercedes-Benz,C180,,W204 MY14,36,"999,000",24,"25,000",,
2006,2006 Toyota RAV4 CV (4X4) ACA33R,"269,000km",Dealer: Used,"$10,990",Automatic,"SUV, 4 Doors, 5 Seats",Four Wheel Drive,"4 cyl, 2.4 L",Unleaded Petrol,9.60 L / 100 km,White / Black,1CHJ763,-,JTMBD33V505044715,0861,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,DNA CAR SALES,"16 Baretta Road, Wangara, WA",5,4,225/65 R17,6.5x17,225/65 R17,6.5x17,,2362,4,Anti Roll Bar;Coil Spring;Gas Damper;MacPherson Strut,Anti Roll Bar;Coil Spring;Gas Damper;Trailing Arm;Wishbones,Disc - Ventilated,Disc,60.00,16,224 @ 4000 RPM,125 @ 6000 RPM,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1730mm x 1815mm x 4600mm,136 mm,2660 mm,1550 kg,10.60 m,1560 mm,1560 mm,-,Toyota,RAV4,CV (4X4),ACA33R,36,"100,000",12,"15,000",,
2012,2012 Hyundai Veloster + FS,"198,222km",Dealer: Used,"$12,990",Auto Dual Clutch,"Hatch, 3 Doors, 4 Seats",Front Wheel Drive,"4 cyl, 1.6 L",Unleaded Petrol,6.40 L / 100 km,Blue / -,1GFG635,10 Sep 2023,KMHTC61DVCU079580,599,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Capital Automotive group,"8 Parkland Road, Osborne Park, WA",4,3,215/40 R18,7.5x18,215/40 R18,7.5x18,,1591,4,Anti Roll Bar;Coil Spring;Gas Damper;MacPherson Strut,Coil Spring;Hydraulic Double Acting Shock Absorber;Torsion Bar,Disc - Ventilated,Disc,50.00,16,166 @ 4850 RPM,103 @ 6300 RPM,151.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1399mm x 1790mm x 4220mm,143 mm,2650 mm,1265 kg,10.40 m,1570 mm,1557 mm,-,Hyundai,Veloster,+,FS,60,"999,000",12,"15,000",,
2019,2019 Suzuki Swift GL Navigator AL,"52,716km",Dealer: Used,"$18,885",Continuous Variable,"HATCH, 5 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 1.2 L",Unleaded Petrol,4.80 L / 100 km,Blue / Black,1GWX689,-,JSAAZC83S00309010,A31592,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,easyauto123 (Edgewater),"2 Joondalup Drive, Edgewater, WA",5,5,185/55 R16,6Jx16,185/55 R16,6Jx16,,1242,4,Coil Spring;MacPherson Strut,Coil Spring;Torsion Bar,Disc - Ventilated,Drum,37.00,16,120 @ 4400 RPM,66 @ 6000 RPM,110.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1495mm x 1735mm x 3840mm,120 mm,2450 mm,900 kg,9.60 m,1520 mm,1520 mm,-,Suzuki,Swift,GL Navigator,AL,36,"999,000",6,"10,000",,
2023,2023 Nissan X-Trail ST (4WD) 7 Seat T33 MY23,"3,885km",Dealer: Used,"$44,888",Continuous Variable,"SUV, 4 Doors, 7 Seats",4x4,"4 cyl, 2.5 L",Unleaded Petrol,7.80 L / 100 km,Black / -,1HTW743,12 Aug 2023,JN1T33JEXA0000852,U28112,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Total Nissan used,"1251 Albany Highway, Cannington, WA",7,4,235/65 R17 1,7.5Jx17,235/65 R17 1,7.5Jx17,,2488,4,Independent;Stabiliser Bar,Independent;Multi-Link System;Stabiliser Bar,Disc - Ventilated,Disc - Ventilated,55.00,16,244 @ 3600 RPM,135 @ 6000 RPM,183.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1725mm x 1840mm x 4680mm,205 mm,2705 mm,1643 kg,11.10 m,1590 mm,1585 mm,-,Nissan,X-Trail,ST (4WD) 7 Seat,T33 MY23,60,"999,000",12,"10,000",,
2014,2014 Jeep Grand Cherokee Laredo (4X2) WK MY14,"110,704km",Dealer: Used,"$18,990",Automatic,"SUV, 4 Doors, 5 Seats",Rear Wheel Drive,"6 cyl, 3.6 L",Premium Unleaded Petrol,10.10 L / 100 km,Grey / -,1GLB615,30 May 2023,1C4RJEEG3EC268277,00009809,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Zai Motors,"1042 Albany Highway, Saint James, WA",5,4,265/60 R18,8.0x18,265/60 R18,8.0x18,,3604,6,Anti Roll Bar;Coil Spring;Control Arm;Gas Damper,Anti Roll Bar;Coil Spring;Hydraulic Double Acting Shock Absorber;,Disc - Ventilated,Disc - Ventilated,93.50,24,347 @ 4300 RPM,210 @ 6350 RPM,237.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1781mm x 1943mm x 4822mm,218 mm,2915 mm,2191 kg,11.60 m,1634 mm,1628 mm,-,Jeep,Grand Cherokee,Laredo (4X2),WK MY14,36,"100,000",6,"12,000",,
2005,2005 Toyota RAV4 CV (4X4) ACA23R,"211,000km",Dealer: Used,"$8,490",Automatic,"SUV, 4 Doors, 5 Seats",Four Wheel Drive,"4 cyl, 2.4 L",Unleaded Petrol,9.70 L / 100 km,Silver / -,1CTP497,-,JTEHD20V300055004,NC288,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,New Continent Motor Pty Ltd,"7/8 Boag Place, Morley, WA",5,4,215/70 R16,6.5x16,215/70 R16,6.5x16,,2362,4,Anti Roll Bar;Coil Spring;MacPherson Strut,Coil Spring;Double Wishbone;Hydraulic Double Acting Shock Absorbe,Disc - Ventilated,Disc,57.00,16,224 @ 4000 RPM,120 @ 5700 RPM,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1715mm x 1785mm x 4255mm,145 mm,2490 mm,1375 kg,10.60 m,1495 mm,1505 mm,-,Toyota,RAV4,CV (4X4),ACA23R,36,"100,000",6,"10,000",,
2020,2020 Hyundai Santa FE Active Crdi (awd) TM.2 MY20,"137,917km",Dealer: Used,"$29,980",Automatic,"SUV, 4 Doors, 7 Seats",All Wheel Drive,"4 cyl, 2.2 L",Diesel,7.50 L / 100 km,White / Grey,1GYS635,24 Jun 2023,KMHS281CSLU265983,7163,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Webb Auto Sales,"76 Division Street, Welshpool, WA",7,4,235/65 R17 1,7Jx17,235/65 R17 1,7Jx17,,2199,4,MacPherson Strut,Multi-Link System,Disc - Ventilated,Disc - Ventilated,71.00,16,440 @ 1750 RPM,147 @ 3800 RPM,198.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1680mm x 1890mm x 4770mm,185 mm,2765 mm,1995 kg,11.42 m,1652 mm,1643 mm,-,Hyundai,Santa FE,Active Crdi (awd),TM.2 MY20,60,"999,000",12,"15,000",,
2019,2019 Hyundai I30 Active PD2 MY20,"58,088km",Dealer: Used,"$23,999",Automatic,"HATCH, 4 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 2 L",Unleaded Petrol,7.40 L / 100 km,Blue / -,1HWX177,16 Aug 2023,KMHH351EMLU126269,411997,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,John Hughes Used Cars Wangara,"8/10 Prindiville Drive, Wangara, WA",5,4,205/55 R16,6.5x16,205/55 R16,6.5x16,,1999,4,MacPherson Strut,Torsion Beam Axle,Disc - Ventilated,Disc,50.00,16,203 @ 4700 RPM,120 @ 6200 RPM,173.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1455mm x 1795mm x 4340mm,140 mm,2650 mm,1276 kg,10.60 m,1568 mm,1559 mm,-,Hyundai,I30,Active,PD2 MY20,60,"999,000",12,"15,000",,
2011,2011 Subaru Impreza R (awd) MY11,"98,189km",Dealer: Used,"$13,588",Automatic,"Sedan, 4 Doors, 5 Seats",All Wheel Drive,"4 cyl, 2 L",Premium Unleaded Petrol,8.80 L / 100 km,White / Black,1DRB236,23 Jun 2023,JF1GE7KS5BG018958,22001151,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,CarPlace,"7 Sobek Pass, Bibra Lake, WA",5,4,205/55 R16,6.5x16,205/55 R16,6.5x16,,1994,4,Coil Spring;Hydraulic Double Acting Shock Absorber;MacPherson Str,Coil Spring;Double Wishbone;Hydraulic Double Acting Shock Absorbe,Disc - Ventilated,Disc,60.00,16,196 @ 3200 RPM,110 @ 6400 RPM,208.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1475mm x 1740mm x 4580mm,155 mm,2620 mm,1360 kg,10.60 m,1495 mm,1495 mm,-,Subaru,Impreza,R (awd),MY11,36,"999,000",6,"10,000",,
2020,2020 Toyota GR Yaris GR Gxpa16R,"16,792km",Dealer: Used,"$45,969",Manual,"HATCH, 3 Doors, 4 Seats",All Wheel Drive,"3 cyl, 1.6 L",Premium Unleaded Petrol,7.60 L / 100 km,White / -,1HEV691,22 Jun 2023,JTDAF4E310A003819,186526,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",4,3,225/40 R18,8Jx18,225/40 R18,8Jx18,,1618,3,MacPherson Strut,Trailing Double Wishbone,Disc - Ventilated,Disc - Ventilated,50.00,12,370 @ 3000 RPM,200 @ 6500 RPM,172.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1455mm x 1805mm x 3995mm,124 mm,2560 mm,1280 kg,0.00 m,1565 mm,1535 mm,-,Toyota,GR Yaris,GR,Gxpa16R,60,"999,000",6,"10,000",,
2013,2013 Mercedes-Benz C180  W204 MY14,"90,240km",Dealer: Used,"$24,999",Automatic G-Tronic,"Coupe, 2 Doors, 4 Seats",Rear Wheel Drive,"4 cyl, 1.6 L",Premium Unleaded Petrol,6.30 L / 100 km,White / -,1HWW836,31 Aug 2023,WDD2043312G163875,417568,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,John Hughes Group - Auto Warehouse,"Albany Highway, Victoria Park, WA",4,2,225/45 R17,7.5x17,225/45 R17,7.5x17,,1595,4,Anti Roll Bar;Coil Spring;Gas Damper;Multi-Link System,Anti Roll Bar;Coil Spring;Gas Damper;Multi-Link System,Disc - Ventilated,Disc,59.00,16,250 @ 1250 RPM,115 @ 5300 RPM,146.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1406mm x 1770mm x 4590mm,112 mm,2760 mm,1505 kg,10.80 m,1552 mm,1549 mm,-,Mercedes-Benz,C180,,W204 MY14,36,"999,000",24,"25,000",,
2006,2006 Toyota RAV4 CV (4X4) ACA33R,"269,000km",Dealer: Used,"$10,990",Automatic,"SUV, 4 Doors, 5 Seats",Four Wheel Drive,"4 cyl, 2.4 L",Unleaded Petrol,9.60 L / 100 km,White / Black,1CHJ763,-,JTMBD33V505044715,0861,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,DNA CAR SALES,"16 Baretta Road, Wangara, WA",5,4,225/65 R17,6.5x17,225/65 R17,6.5x17,,2362,4,Anti Roll Bar;Coil Spring;Gas Damper;MacPherson Strut,Anti Roll Bar;Coil Spring;Gas Damper;Trailing Arm;Wishbones,Disc - Ventilated,Disc,60.00,16,224 @ 4000 RPM,125 @ 6000 RPM,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1730mm x 1815mm x 4600mm,136 mm,2660 mm,1550 kg,10.60 m,1560 mm,1560 mm,-,Toyota,RAV4,CV (4X4),ACA33R,36,"100,000",12,"15,000",,
2012,2012 Hyundai Veloster + FS,"198,222km",Dealer: Used,"$12,990",Auto Dual Clutch,"Hatch, 3 Doors, 4 Seats",Front Wheel Drive,"4 cyl, 1.6 L",Unleaded Petrol,6.40 L / 100 km,Blue / -,1GFG635,10 Sep 2023,KMHTC61DVCU079580,599,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Capital Automotive group,"8 Parkland Road, Osborne Park, WA",4,3,215/40 R18,7.5x18,215/40 R18,7.5x18,,1591,4,Anti Roll Bar;Coil Spring;Gas Damper;MacPherson Strut,Coil Spring;Hydraulic Double Acting Shock Absorber;Torsion Bar,Disc - Ventilated,Disc,50.00,16,166 @ 4850 RPM,103 @ 6300 RPM,151.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1399mm x 1790mm x 4220mm,143 mm,2650 mm,1265 kg,10.40 m,1570 mm,1557 mm,-,Hyundai,Veloster,+,FS,60,"999,000",12,"15,000",,
2019,2019 Suzuki Swift GL Navigator AL,"52,716km",Dealer: Used,"$18,885",Continuous Variable,"HATCH, 5 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 1.2 L",Unleaded Petrol,4.80 L / 100 km,Blue / Black,1GWX689,-,JSAAZC83S00309010,A31592,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,easyauto123 (Edgewater),"2 Joondalup Drive, Edgewater, WA",5,5,185/55 R16,6Jx16,185/55 R16,6Jx16,,1242,4,Coil Spring;MacPherson Strut,Coil Spring;Torsion Bar,Disc - Ventilated,Drum,37.00,16,120 @ 4400 RPM,66 @ 6000 RPM,110.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1495mm x 1735mm x 3840mm,120 mm,2450 mm,900 kg,9.60 m,1520 mm,1520 mm,-,Suzuki,Swift,GL Navigator,AL,36,"999,000",6,"10,000",,
2023,2023 Nissan X-Trail ST (4WD) 7 Seat T33 MY23,"3,885km",Dealer: Used,"$44,888",Continuous Variable,"SUV, 4 Doors, 7 Seats",4x4,"4 cyl, 2.5 L",Unleaded Petrol,7.80 L / 100 km,Black / -,1HTW743,12 Aug 2023,JN1T33JEXA0000852,U28112,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Total Nissan used,"1251 Albany Highway, Cannington, WA",7,4,235/65 R17 1,7.5Jx17,235/65 R17 1,7.5Jx17,,2488,4,Independent;Stabiliser Bar,Independent;Multi-Link System;Stabiliser Bar,Disc - Ventilated,Disc - Ventilated,55.00,16,244 @ 3600 RPM,135 @ 6000 RPM,183.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1725mm x 1840mm x 4680mm,205 mm,2705 mm,1643 kg,11.10 m,1590 mm,1585 mm,-,Nissan,X-Trail,ST (4WD) 7 Seat,T33 MY23,60,"999,000",12,"10,000",,
2014,2014 Jeep Grand Cherokee Laredo (4X2) WK MY14,"110,704km",Dealer: Used,"$18,990",Automatic,"SUV, 4 Doors, 5 Seats",Rear Wheel Drive,"6 cyl, 3.6 L",Premium Unleaded Petrol,10.10 L / 100 km,Grey / -,1GLB615,30 May 2023,1C4RJEEG3EC268277,00009809,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Zai Motors,"1042 Albany Highway, Saint James, WA",5,4,265/60 R18,8.0x18,265/60 R18,8.0x18,,3604,6,Anti Roll Bar;Coil Spring;Control Arm;Gas Damper,Anti Roll Bar;Coil Spring;Hydraulic Double Acting Shock Absorber;,Disc - Ventilated,Disc - Ventilated,93.50,24,347 @ 4300 RPM,210 @ 6350 RPM,237.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1781mm x 1943mm x 4822mm,218 mm,2915 mm,2191 kg,11.60 m,1634 mm,1628 mm,-,Jeep,Grand Cherokee,Laredo (4X2),WK MY14,36,"100,000",6,"12,000",,
2005,2005 Toyota RAV4 CV (4X4) ACA23R,"211,000km",Dealer: Used,"$8,490",Automatic,"SUV, 4 Doors, 5 Seats",Four Wheel Drive,"4 cyl, 2.4 L",Unleaded Petrol,9.70 L / 100 km,Silver / -,1CTP497,-,JTEHD20V300055004,NC288,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,New Continent Motor Pty Ltd,"7/8 Boag Place, Morley, WA",5,4,215/70 R16,6.5x16,215/70 R16,6.5x16,,2362,4,Anti Roll Bar;Coil Spring;MacPherson Strut,Coil Spring;Double Wishbone;Hydraulic Double Acting Shock Absorbe,Disc - Ventilated,Disc,57.00,16,224 @ 4000 RPM,120 @ 5700 RPM,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1715mm x 1785mm x 4255mm,145 mm,2490 mm,1375 kg,10.60 m,1495 mm,1505 mm,-,Toyota,RAV4,CV (4X4),ACA23R,36,"100,000",6,"10,000",,
