Year model,Car Spec,Kilometres,Seller type,Price,Transmission,Body type,Drive type,Engine,Fuel type,Fuel consumption,Colour ext / int,Registration,Rego expiry,VIN,Stock No,ANCAP Safety rating,Green overall rating,Dealer,Address,Seating capacity,Doors,Front tyre size,Front rim size,Rear tyre size,Rear rim size,Injection / Carburation,CC,Number of cylinders,Front suspension,Rear suspension,Front brakes,Rear brakes,Fuel tank capacity,Valve gear type,Maximum torque,Maximum power (kW),CO2 level (g/km),Green house rating,Overall HxWxL,Ground clearance unladen,Wheelbase,Kerb weight,Turning circle,Rear track,Front track,Gross trailer weight braked,Make,Model,Variant,Series,Warranty when new (months),Warranty when new (kms),Service interval (months),Service interval (kms),Country of origin,Vehicle segment
2017,2017 Mazda CX-9 Azami (awd) MY16,"87,484km",Dealer: Used,"$39,998",Automatic,"SUV, 4 Doors, 7 Seats",All Wheel Drive,"4 cyl, 2.5 L",Unleaded Petrol,8.80 L / 100 km,Blue / Black,1GKI851,12 Aug 2023,JM0TC4WLA00118239,A31584,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,easyauto123 (Edgewater),"2 Joondalup Drive, Edgewater, WA",7,4,255/50 R20,8.5x20,255/50 R20,8.5x20,,2488,4,Control Arm;Control Link;MacPherson Strut,Damper;MacPherson Strut,Disc - Ventilated,Disc,74.00,16,420 @ 2000 RPM,170 @ 5000 RPM,206.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1747mm x 1969mm x 5075mm,220 mm,2930 mm,1924 kg,11.80 m,1663 mm,1663 mm,-,Mazda,CX-9,Azami (awd),MY16,36,"999,000",12,"10,000",,
2019,2019 Toyota Landcruiser Prado GXL (4X4) GDJ150R MY18,"65,100km",Dealer: Used,"$71,999",Automatic,"SUV, 4 Doors, 7 Seats",Four Wheel Drive,"4 cyl, 2.8 L",Diesel,8.00 L / 100 km,White / -,1HWX197,21 Aug 2023,JTEBR3FJ40K137863,412734,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,John Hughes Commercials,"234 Albany Highway, Victoria Park, WA",7,4,265/65 R17,7.5x17,265/65 R17,7.5x17,,2755,4,Anti Roll Bar;Coil Spring;Double Wishbone;Gas Damper,Anti Roll Bar;Coil Spring;Gas Damper;Multi-Link System,Disc - Ventilated,Disc - Ventilated,150.00,16,450 @ 1600 RPM,130 @ 3400 RPM,211.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1890mm x 1885mm x 4995mm,219 mm,2790 mm,2325 kg,11.60 m,1585 mm,1585 mm,-,Toyota,Landcruiser Prado,GXL (4X4),GDJ150R MY18,60,"999,000",6,"10,000",,
2017,2017 Holden Commodore SS-V Redline Motorsport EDT VF II MY17,"70,300km",Dealer: Used,"$80,990",Automatic,"Sedan, 4 Doors, 5 Seats",Rear Wheel Drive,"8 cyl, 6.2 L",Premium Unleaded Petrol,11.80 L / 100 km,Black / -,1HSV599,-,6G1FE5EW0HL325727,6424,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,K.S. & Sons Motor Company,"9 Carr Place, Myaree, WA",5,4,245/35 R20,8.5x20,245/35 R20,8.5x20,,6200,8,Anti Roll Bar;Coil Spring;Hydraulic Double Acting Shock Absorber;,Anti Roll Bar;Coil Spring;Hydraulic Double Acting Shock Absorber;,Disc - Ventilated,Disc - Ventilated,73.00,16,570 @ 4400 RPM,304 @ 5700 RPM,292.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1476mm x 1899mm x 4894mm,110 mm,2915 mm,1741 kg,11.40 m,1584 mm,1590 mm,-,Holden,Commodore,SS-V Redline Motorsport EDT,VF II MY17,36,"100,000",9,"15,000",,
2016,2016 Toyota Landcruiser GXL (4X4) LC70 VDJ79R MY17,"210,007km",Dealer: Used,"$85,000",Manual,"Ute Tray, 4 Doors, 5 Seats",4x4,"8 cyl, 4.5 L",Diesel,10.70 L / 100 km,Silver / -,1HVY460,-,JTEBV71J307010194,185508,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,265/70 R16,7x16,265/70 R16,7x16,,4461,8,Anti Roll Bar;Coil Spring;Hydraulic Double Acting Shock Absorber;,Hydraulic Double Acting Shock Absorber;Leaf Spring;Live Axle,Disc - Ventilated,Disc - Ventilated,130.00,32,430 @ 1200 RPM,151 @ 3400 RPM,281.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1970mm x 1790mm x 5220mm,235 mm,3180 mm,2205 kg,14.40 m,1460 mm,1555 mm,-,Toyota,Landcruiser,GXL (4X4),LC70 VDJ79R MY17,36,"100,000",6,"10,000",,
2021,2021 Hyundai Santa FE Crdi (awd) Tm.v4 MY22,"50,150km",Dealer: Used,"$47,999",Auto Dual Clutch,"SUV, 4 Doors, 7 Seats",All Wheel Drive,"4 cyl, 2.2 L",Diesel,6.10 L / 100 km,White / -,1HXD304,24 Aug 2023,KMHS281HWMU352073,414773,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,John Hughes Commercials,"234 Albany Highway, Victoria Park, WA",7,4,235/65 R17 1,7Jx17 +47,235/65 R17 1,7Jx17 +47,,2151,4,MacPherson Strut,Multi-Link System,Disc - Ventilated,Disc,67.00,16,440 @ 1750 RPM,148 @ 3800 RPM,160.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1685mm x 1900mm x 4785mm,176 mm,2765 mm,1820 kg,11.40 m,1661 mm,1651 mm,-,Hyundai,Santa FE,Crdi (awd),Tm.v4 MY22,60,"999,000",12,"15,000",,
2021,2021 Hyundai Santa FE Crdi (awd) Tm.v4 MY22,"50,150km",Dealer: Used,"$47,999",Auto Dual Clutch,"SUV, 4 Doors, 7 Seats",All Wheel Drive,"4 cyl, 2.2 L",Diesel,6.10 L / 100 km,White / -,1HXD304,24 Aug 2023,KMHS281HWMU352073,414773,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,John Hughes Passenger,"196 Albany Highway, Victoria Park, WA",7,4,235/65 R17 1,7Jx17 +47,235/65 R17 1,7Jx17 +47,,2151,4,MacPherson Strut,Multi-Link System,Disc - Ventilated,Disc,67.00,16,440 @ 1750 RPM,148 @ 3800 RPM,160.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1685mm x 1900mm x 4785mm,176 mm,2765 mm,1820 kg,11.40 m,1661 mm,1651 mm,-,Hyundai,Santa FE,Crdi (awd),Tm.v4 MY22,60,"999,000",12,"15,000",,
2022,2022 MG MG3 Auto Core SZP1 MY22,"23,869km",Dealer: Used,"$17,999",Automatic,"HATCH, 5 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 1.5 L",Premium Unleaded Petrol,6.70 L / 100 km,White / -,1HFH510,10 Jul 2023,LSJZ14U91NS030171,417020,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,John Hughes Passenger,"196 Albany Highway, Victoria Park, WA",5,5,185/65 R15,6Jx15,185/65 R15,6Jx15,,1498,4,MacPherson Strut,Torsion Bar,Disc,Drum,45.00,16,150 @ 4500 RPM,82 @ 6000 RPM,159.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1504mm x 1729mm x 4055mm,132 mm,2520 mm,1170 kg,10.40 m,1483 mm,1496 mm,-,MG,MG3 Auto,Core,SZP1 MY22,84,"999,000",12,"15,000",,
2019,2019 Volkswagen Polo GTI AW MY20,"35,647km",Dealer: Used,"$33,688",Direct Shift,"HATCH, 5 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 2 L",Premium Unleaded Petrol,6.10 L / 100 km,White / Grey/Cloth,1GWE919,22 Jun 2023,WVWZZZAWZKU105110,22001163,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,CarPlace,"7 Sobek Pass, Bibra Lake, WA",5,5,215/45 R17,7.5x17,215/45 R17,7.5x17,,1984,4,Coil Spring;Independent;MacPherson Strut,Coil Spring;Torsion Bar,Disc - Ventilated,Drum,40.00,12,320 @ 1450 RPM,147 @ 4389 RPM,140.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1438mm x 1751mm x 4067mm,143 mm,2560 mm,1285 kg,10.60 m,1501 mm,1521 mm,-,Volkswagen,Polo,GTI,AW MY20,60,"999,000",12,"15,000",,
2018,2018 Holden Colorado LS (4X4) RG MY18,"58,455km",Dealer: Used,"$36,969",Automatic,"Ute Tray, 4 Doors, 5 Seats",4x4,"4 cyl, 2.8 L",Diesel,9.00 L / 100 km,White / -,1OJ3WJ,01 Jan 2001,MMU148DK0KH614730,185706,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,245/70 R16,6.5x16,245/70 R16,6.5x16,,2776,4,Coil Spring;Double Wishbone;Hydraulic Double Acting Shock Absorbe,Hydraulic Double Acting Shock Absorber;Leaf Spring,Disc - Ventilated,Drum,76.00,16,470 @ 2000 RPM,147 @ 3600 RPM,241.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1780mm x 1882mm x 5347mm,210 mm,3096 mm,2075 kg,12.70 m,1570 mm,1570 mm,-,Holden,Colorado,LS (4X4),RG MY18,36,"100,000",9,"15,000",,
2016,2016 Ford Ranger XLS 3.2 (4X4) PX Mkii MY17,"74,405km",Dealer: Used,"$42,480",Automatic,"Ute Tray, 4 Doors, 5 Seats",4x4,"5 cyl, 3.2 L",Diesel,9.20 L / 100 km,White / Grey,1GER426,28 Mar 2023,MNAUMFF50GW612906,61096,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Perth City Subaru,"165 Albany Highway, Victoria Park, WA",5,4,255/70 R16,7x16,255/70 R16,7x16,,3198,5,Coil Spring;Double Wishbone;Hydraulic Double Acting Shock Absorbe,Hydraulic Double Acting Shock Absorber;Leaf Spring,Disc - Ventilated,Drum,80.00,20,470 @ 1500 RPM,147 @ 3000 RPM,229.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1815mm x 1850mm x 5359mm,232 mm,3220 mm,1938 kg,12.70 m,1560 mm,1560 mm,-,Ford,Ranger,XLS 3.2 (4X4),PX Mkii MY17,36,"100,000",12,"15,000",,
2017,2017 Mazda CX-9 Azami (awd) MY16,"87,484km",Dealer: Used,"$39,998",Automatic,"SUV, 4 Doors, 7 Seats",All Wheel Drive,"4 cyl, 2.5 L",Unleaded Petrol,8.80 L / 100 km,Blue / Black,1GKI851,12 Aug 2023,JM0TC4WLA00118239,A31584,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,easyauto123 (Edgewater),"2 Joondalup Drive, Edgewater, WA",7,4,255/50 R20,8.5x20,255/50 R20,8.5x20,,2488,4,Control Arm;Control Link;MacPherson Strut,Damper;MacPherson Strut,Disc - Ventilated,Disc,74.00,16,420 @ 2000 RPM,170 @ 5000 RPM,206.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1747mm x 1969mm x 5075mm,220 mm,2930 mm,1924 kg,11.80 m,1663 mm,1663 mm,-,Mazda,CX-9,Azami (awd),MY16,36,"999,000",12,"10,000",,
2019,2019 Toyota Landcruiser Prado GXL (4X4) GDJ150R MY18,"65,100km",Dealer: Used,"$71,999",Automatic,"SUV, 4 Doors, 7 Seats",Four Wheel Drive,"4 cyl, 2.8 L",Diesel,8.00 L / 100 km,White / -,1HWX197,21 Aug 2023,JTEBR3FJ40K137863,412734,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,John Hughes Commercials,"234 Albany Highway, Victoria Park, WA",7,4,265/65 R17,7.5x17,265/65 R17,7.5x17,,2755,4,Anti Roll Bar;Coil Spring;Double Wishbone;Gas Damper,Anti Roll Bar;Coil Spring;Gas Damper;Multi-Link System,Disc - Ventilated,Disc - Ventilated,150.00,16,450 @ 1600 RPM,130 @ 3400 RPM,211.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1890mm x 1885mm x 4995mm,219 mm,2790 mm,2325 kg,11.60 m,1585 mm,1585 mm,-,Toyota,Landcruiser Prado,GXL (4X4),GDJ150R MY18,60,"999,000",6,"10,000",,
2017,2017 Holden Commodore SS-V Redline Motorsport EDT VF II MY17,"70,300km",Dealer: Used,"$80,990",Automatic,"Sedan, 4 Doors, 5 Seats",Rear Wheel Drive,"8 cyl, 6.2 L",Premium Unleaded Petrol,11.80 L / 100 km,Black / -,1HSV599,-,6G1FE5EW0HL325727,6424,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,K.S. & Sons Motor Company,"9 Carr Place, Myaree, WA",5,4,245/35 R20,8.5x20,245/35 R20,8.5x20,,6200,8,Anti Roll Bar;Coil Spring;Hydraulic Double Acting Shock Absorber;,Anti Roll Bar;Coil Spring;Hydraulic Double Acting Shock Absorber;,Disc - Ventilated,Disc - Ventilated,73.00,16,570 @ 4400 RPM,304 @ 5700 RPM,292.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1476mm x 1899mm x 4894mm,110 mm,2915 mm,1741 kg,11.40 m,1584 mm,1590 mm,-,Holden,Commodore,SS-V Redline Motorsport EDT,VF II MY17,36,"100,000",9,"15,000",,
2016,2016 Toyota Landcruiser GXL (4X4) LC70 VDJ79R MY17,"210,007km",Dealer: Used,"$85,000",Manual,"Ute Tray, 4 Doors, 5 Seats",4x4,"8 cyl, 4.5 L",Diesel,10.70 L / 100 km,Silver / -,1HVY460,-,JTEBV71J307010194,185508,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,265/70 R16,7x16,265/70 R16,7x16,,4461,8,Anti Roll Bar;Coil Spring;Hydraulic Double Acting Shock Absorber;,Hydraulic Double Acting Shock Absorber;Leaf Spring;Live Axle,Disc - Ventilated,Disc - Ventilated,130.00,32,430 @ 1200 RPM,151 @ 3400 RPM,281.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1970mm x 1790mm x 5220mm,235 mm,3180 mm,2205 kg,14.40 m,1460 mm,1555 mm,-,Toyota,Landcruiser,GXL (4X4),LC70 VDJ79R MY17,36,"100,000",6,"10,000",,
2021,2021 Hyundai Santa FE Crdi (awd) Tm.v4 MY22,"50,150km",Dealer: Used,"$47,999",Auto Dual Clutch,"SUV, 4 Doors, 7 Seats",All Wheel Drive,"4 cyl, 2.2 L",Diesel,6.10 L / 100 km,White / -,1HXD304,24 Aug 2023,KMHS281HWMU352073,414773,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,John Hughes Commercials,"234 Albany Highway, Victoria Park, WA",7,4,235/65 R17 1,7Jx17 +47,235/65 R17 1,7Jx17 +47,,2151,4,MacPherson Strut,Multi-Link System,Disc - Ventilated,Disc,67.00,16,440 @ 1750 RPM,148 @ 3800 RPM,160.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1685mm x 1900mm x 4785mm,176 mm,2765 mm,1820 kg,11.40 m,1661 mm,1651 mm,-,Hyundai,Santa FE,Crdi (awd),Tm.v4 MY22,60,"999,000",12,"15,000",,
2018,2018 Holden Colorado LS (4X4) RG MY18,"58,455km",Dealer: Used,"$36,969",Automatic,"Ute Tray, 4 Doors, 5 Seats",4x4,"4 cyl, 2.8 L",Diesel,9.00 L / 100 km,White / -,1OJ3WJ,01 Jan 2001,MMU148DK0KH614730,185706,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,245/70 R16,6.5x16,245/70 R16,6.5x16,,2776,4,Coil Spring;Double Wishbone;Hydraulic Double Acting Shock Absorbe,Hydraulic Double Acting Shock Absorber;Leaf Spring,Disc - Ventilated,Drum,76.00,16,470 @ 2000 RPM,147 @ 3600 RPM,241.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1780mm x 1882mm x 5347mm,210 mm,3096 mm,2075 kg,12.70 m,1570 mm,1570 mm,-,Holden,Colorado,LS (4X4),RG MY18,36,"100,000",9,"15,000",,
2016,2016 Ford Ranger XLS 3.2 (4X4) PX Mkii MY17,"74,405km",Dealer: Used,"$42,480",Automatic,"Ute Tray, 4 Doors, 5 Seats",4x4,"5 cyl, 3.2 L",Diesel,9.20 L / 100 km,White / Grey,1GER426,28 Mar 2023,MNAUMFF50GW612906,61096,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Perth City Subaru,"165 Albany Highway, Victoria Park, WA",5,4,255/70 R16,7x16,255/70 R16,7x16,,3198,5,Coil Spring;Double Wishbone;Hydraulic Double Acting Shock Absorbe,Hydraulic Double Acting Shock Absorber;Leaf Spring,Disc - Ventilated,Drum,80.00,20,470 @ 1500 RPM,147 @ 3000 RPM,229.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1815mm x 1850mm x 5359mm,232 mm,3220 mm,1938 kg,12.70 m,1560 mm,1560 mm,-,Ford,Ranger,XLS 3.2 (4X4),PX Mkii MY17,36,"100,000",12,"15,000",,
2017,2017 Mazda CX-9 Azami (awd) MY16,"87,484km",Dealer: Used,"$39,998",Automatic,"SUV, 4 Doors, 7 Seats",All Wheel Drive,"4 cyl, 2.5 L",Unleaded Petrol,8.80 L / 100 km,Blue / Black,1GKI851,12 Aug 2023,JM0TC4WLA00118239,A31584,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,easyauto123 (Edgewater),"2 Joondalup Drive, Edgewater, WA",7,4,255/50 R20,8.5x20,255/50 R20,8.5x20,,2488,4,Control Arm;Control Link;MacPherson Strut,Damper;MacPherson Strut,Disc - Ventilated,Disc,74.00,16,420 @ 2000 RPM,170 @ 5000 RPM,206.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1747mm x 1969mm x 5075mm,220 mm,2930 mm,1924 kg,11.80 m,1663 mm,1663 mm,-,Mazda,CX-9,Azami (awd),MY16,36,"999,000",12,"10,000",,
2019,2019 Toyota Landcruiser Prado GXL (4X4) GDJ150R MY18,"65,100km",Dealer: Used,"$71,999",Automatic,"SUV, 4 Doors, 7 Seats",Four Wheel Drive,"4 cyl, 2.8 L",Diesel,8.00 L / 100 km,White / -,1HWX197,21 Aug 2023,JTEBR3FJ40K137863,412734,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,John Hughes Commercials,"234 Albany Highway, Victoria Park, WA",7,4,265/65 R17,7.5x17,265/65 R17,7.5x17,,2755,4,Anti Roll Bar;Coil Spring;Double Wishbone;Gas Damper,Anti Roll Bar;Coil Spring;Gas Damper;Multi-Link System,Disc - Ventilated,Disc - Ventilated,150.00,16,450 @ 1600 RPM,130 @ 3400 RPM,211.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1890mm x 1885mm x 4995mm,219 mm,2790 mm,2325 kg,11.60 m,1585 mm,1585 mm,-,Toyota,Landcruiser Prado,GXL (4X4),GDJ150R MY18,60,"999,000",6,"10,000",,
2017,2017 Holden Commodore SS-V Redline Motorsport EDT VF II MY17,"70,300km",Dealer: Used,"$80,990",Automatic,"Sedan, 4 Doors, 5 Seats",Rear Wheel Drive,"8 cyl, 6.2 L",Premium Unleaded Petrol,11.80 L / 100 km,Black / -,1HSV599,-,6G1FE5EW0HL325727,6424,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,K.S. & Sons Motor Company,"9 Carr Place, Myaree, WA",5,4,245/35 R20,8.5x20,245/35 R20,8.5x20,,6200,8,Anti Roll Bar;Coil Spring;Hydraulic Double Acting Shock Absorber;,Anti Roll Bar;Coil Spring;Hydraulic Double Acting Shock Absorber;,Disc - Ventilated,Disc - Ventilated,73.00,16,570 @ 4400 RPM,304 @ 5700 RPM,292.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1476mm x 1899mm x 4894mm,110 mm,2915 mm,1741 kg,11.40 m,1584 mm,1590 mm,-,Holden,Commodore,SS-V Redline Motorsport EDT,VF II MY17,36,"100,000",9,"15,000",,
2016,2016 Toyota Landcruiser GXL (4X4) LC70 VDJ79R MY17,"210,007km",Dealer: Used,"$85,000",Manual,"Ute Tray, 4 Doors, 5 Seats",4x4,"8 cyl, 4.5 L",Diesel,10.70 L / 100 km,Silver / -,1HVY460,-,JTEBV71J307010194,185508,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Westside Auto Wholesale,"42 Ewing Street, Bentley, WA",5,4,265/70 R16,7x16,265/70 R16,7x16,,4461,8,Anti Roll Bar;Coil Spring;Hydraulic Double Acting Shock Absorber;,Hydraulic Double Acting Shock Absorber;Leaf Spring;Live Axle,Disc - Ventilated,Disc - Ventilated,130.00,32,430 @ 1200 RPM,151 @ 3400 RPM,281.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1970mm x 1790mm x 5220mm,235 mm,3180 mm,2205 kg,14.40 m,1460 mm,1555 mm,-,Toyota,Landcruiser,GXL (4X4),LC70 VDJ79R MY17,36,"100,000",6,"10,000",,
2021,2021 Hyundai Santa FE Crdi (awd) Tm.v4 MY22,"50,150km",Dealer: Used,"$47,999",Auto Dual Clutch,"SUV, 4 Doors, 7 Seats",All Wheel Drive,"4 cyl, 2.2 L",Diesel,6.10 L / 100 km,White / -,1HXD304,24 Aug 2023,KMHS281HWMU352073,414773,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,John Hughes Commercials,"234 Albany Highway, Victoria Park, WA",7,4,235/65 R17 1,7Jx17 +47,235/65 R17 1,7Jx17 +47,,2151,4,MacPherson Strut,Multi-Link System,Disc - Ventilated,Disc,67.00,16,440 @ 1750 RPM,148 @ 3800 RPM,160.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1685mm x 1900mm x 4785mm,176 mm,2765 mm,1820 kg,11.40 m,1661 mm,1651 mm,-,Hyundai,Santa FE,Crdi (awd),Tm.v4 MY22,60,"999,000",12,"15,000",,
